Date,Max_temp,Min_temp,Avg_temp
12/26/2020,26.2,11.4,18.8
12/27/2020,26,10,18
12/28/2020,25.8,9.6,17.7
12/29/2020,25.6,9.2,17.4
12/30/2020,26.9,10.7,18.8
12/31/2020,25.8,10.9,18.35
1/1/2021,26.6,10.5,18.55
1/2/2021,26.8,10.7,18.75
1/3/2021,27.5,11,19.25
1/4/2021,28.7,11.7,20.2
1/5/2021,29.8,12.8,21.3
1/6/2021,30.3,13.1,21.7
1/7/2021,30.8,14.8,22.8
1/8/2021,30.4,15.1,22.75
1/9/2021,29.1,14.3,21.7
1/10/2021,29.7,16.1,22.9
1/11/2021,29.6,17,23.3
1/12/2021,27.6,15.6,21.6
1/13/2021,24,13.8,18.9
1/14/2021,24.6,13.8,19.2
1/15/2021,25.6,11.4,18.5
1/16/2021,24.5,10.6,17.55
1/17/2021,25.2,12.6,18.9
1/18/2021,24.3,11.8,18.05
1/19/2021,25.3,11.3,18.3
1/20/2021,25.7,14.5,20.1
1/21/2021,27,16.6,21.8
1/22/2021,25.4,12.4,18.9
1/23/2021,23.4,11.4,17.4
1/24/2021,25.6,10.3,17.95
1/25/2021,26.3,11.6,18.95
1/26/2021,26.2,11.7,18.95
1/27/2021,25.1,12.3,18.7
1/28/2021,24.2,11.7,17.95
1/29/2021,26.3,10.8,18.55
1/30/2021,25.7,12.6,19.15
1/31/2021,23.5,9.4,16.45
2/1/2021,23.5,7.4,15.45
2/2/2021,25.5,8,16.75
2/3/2021,27,9.5,18.25
2/4/2021,28.4,10.6,19.5
2/5/2021,29,11.7,20.35
2/6/2021,28.7,12,20.35
2/7/2021,23.5,13.5,18.5
2/8/2021,27.6,11.4,19.5
2/9/2021,29.1,10.8,19.95
2/10/2021,29.8,10,19.9
2/11/2021,29.7,12.8,21.25
2/12/2021,29,13.6,21.3
2/13/2021,29.6,12.4,21
2/14/2021,30.3,14,22.15
2/15/2021,29.5,16.6,23.05
2/16/2021,30.7,17.1,23.9
2/17/2021,30.8,14.9,22.85
2/18/2021,31.4,15,23.2
2/19/2021,30.7,16.2,23.45
2/20/2021,25.8,17.8,21.8
2/21/2021,30.7,16.8,23.75
2/22/2021,30.5,14.5,22.5
2/23/2021,31.4,13.5,22.45
2/24/2021,31.3,16.3,23.8
2/25/2021,32.8,20.5,26.65
2/26/2021,34,20.6,27.3
2/27/2021,34.2,21.5,27.85
2/28/2021,34,22.5,28.25
3/1/2021,33.3,22.9,28.1
3/2/2021,32.7,23.3,28
3/3/2021,32,22,27
3/4/2021,32.6,20.2,26.4
3/5/2021,32.9,22.2,27.55
3/6/2021,33.2,23.1,28.15
3/7/2021,32.7,23,27.85
3/8/2021,33.2,23,28.1
3/9/2021,32.6,22.5,27.55
3/10/2021,32.1,23.1,27.6
3/11/2021,33.7,21.4,27.55
3/12/2021,32.2,23,27.6
3/13/2021,34,20.5,27.25
3/14/2021,31.8,18.5,25.15
3/15/2021,33.3,17.7,25.5
3/16/2021,34.7,19.2,26.95
3/17/2021,34.5,18,26.25
3/18/2021,34.5,19,26.75
3/19/2021,34.7,21.5,28.1
3/20/2021,34.8,19.4,27.1
3/21/2021,35.8,21.5,28.65
3/22/2021,36.7,22.5,29.6
3/23/2021,36.5,22.2,29.35
3/24/2021,35.5,22.5,29
3/25/2021,36.6,23.7,30.15
3/26/2021,35.6,20.4,28
3/27/2021,36.6,20.3,28.45
3/28/2021,33.8,21.6,27.7
3/29/2021,34,22.3,28.15
3/30/2021,35.2,25.8,30.5
3/31/2021,33.7,27,30.35
4/1/2021,36.2,26.4,31.3
4/2/2021,34.8,25.3,30.05
4/3/2021,34.2,24.8,29.5
4/4/2021,34.3,23.8,29.05
4/5/2021,34.4,18.6,26.5
4/6/2021,33.7,18.8,26.25
4/7/2021,34.8,23,28.9
4/8/2021,33.5,24.4,28.95
4/9/2021,34,24.8,29.4
4/10/2021,34.6,24.5,29.55
4/11/2021,35.4,25.5,30.45
4/12/2021,35.5,25.5,30.5
4/13/2021,35.3,24.8,30.05
4/14/2021,35.7,25,30.35
4/15/2021,35,25.2,30.1
4/16/2021,35.3,25.2,30.25
4/17/2021,32.8,21,26.9
4/18/2021,34.5,22.6,28.55
4/19/2021,35.8,25,30.4
4/20/2021,36.2,25.8,31
4/21/2021,36.6,25.3,30.95
4/22/2021,34.5,25.5,30
4/23/2021,35.7,24.4,30.05
4/24/2021,38.2,20.6,29.4
4/25/2021,38.8,24.2,31.5
4/26/2021,37.5,25,31.25
4/27/2021,37.3,26.4,31.85
4/28/2021,36,25.7,30.85
4/29/2021,35.8,20.8,28.3
4/30/2021,35.8,25.4,30.6
5/1/2021,35.2,25.2,30.2
5/2/2021,35.5,25.5,30.5
5/3/2021,34.7,25,29.85
5/4/2021,30.7,23.7,27.2
5/5/2021,35,22,28.5
5/6/2021,33.4,23.4,28.4
5/7/2021,35.5,22.5,29
5/8/2021,33,24.5,28.75
5/9/2021,35,23.4,29.2
5/10/2021,34.5,22.5,28.5
5/11/2021,29.5,23.8,26.65
5/12/2021,33,22,27.5
5/13/2021,34,26.2,30.1
5/14/2021,35.2,24,29.6
5/15/2021,36.5,25.4,30.95
5/16/2021,36.8,25.8,31.3
5/17/2021,37,27,32
5/18/2021,36.6,27.5,32.05
5/19/2021,37.2,27.8,32.5
5/20/2021,36.8,28,32.4
5/21/2021,38,27.2,32.6
5/22/2021,37.5,27.3,32.4
5/23/2021,38.3,27,32.65
5/24/2021,36.2,27,31.6
5/25/2021,32.8,26,29.4
5/26/2021,31.2,25.6,28.4
5/27/2021,32.7,25.7,29.2
5/28/2021,33.7,27.5,30.6
5/29/2021,35.1,27.5,31.3
5/30/2021,35.6,27.5,31.55
5/31/2021,32.2,28,30.1
6/1/2021,32.8,24.2,28.5
6/2/2021,33,24.8,28.9
6/3/2021,34.4,26.5,30.45
6/4/2021,35.4,26.4,30.9
6/5/2021,35.5,27.6,31.55
6/6/2021,33,24.9,28.95
6/7/2021,33.8,24.4,29.1
6/8/2021,27.8,23.8,25.8
6/9/2021,32.2,25.4,28.8
6/10/2021,32.2,27,29.6
6/11/2021,30.8,25.6,28.2
6/12/2021,30.7,25.8,28.25
6/13/2021,32.7,26.8,29.75
6/14/2021,32.2,26.9,29.55
6/15/2021,30.8,26.2,28.5
6/16/2021,27.2,25.6,26.4
6/17/2021,30.3,23.7,27
6/18/2021,30.5,25.2,27.85
6/19/2021,30.7,24.7,27.7
6/20/2021,27.9,25,26.45
6/21/2021,30,25,27.5
6/22/2021,30.6,25.8,28.2
6/23/2021,33.2,25.5,29.35
6/24/2021,33.7,26.7,30.2
6/25/2021,32.7,27.2,29.95
6/26/2021,31.2,26.4,28.8
6/27/2021,33.4,27,30.2
6/28/2021,32.3,27.3,29.8
6/29/2021,33.8,27.4,30.6
6/30/2021,33.3,25.7,29.5
7/1/2021,30.5,24,27.25
7/2/2021,31,23.6,27.3
7/3/2021,33,25.5,29.25
7/4/2021,32.8,26.7,29.75
7/5/2021,32.2,26.8,29.5
7/6/2021,33.5,26.8,30.15
7/7/2021,32.2,27.6,29.9
7/8/2021,31.5,26.5,29
7/9/2021,34,26.3,30.15
7/10/2021,34.8,27.2,31
7/11/2021,34,27.8,30.9
7/12/2021,33,26.5,29.75
7/13/2021,33,27.2,30.1
7/14/2021,33.2,25.5,29.35
7/15/2021,34.7,26.5,30.6
7/16/2021,35,27.4,31.2
7/17/2021,32.8,27.8,30.3
7/18/2021,35.3,27.6,31.45
7/19/2021,34.4,27.4,30.9
7/20/2021,31.2,25.5,28.35
7/21/2021,32.9,26,29.45
7/22/2021,32.7,26.8,29.75
7/23/2021,30.4,26.7,28.55
7/24/2021,31.6,26,28.8
7/25/2021,33.7,26.4,30.05
7/26/2021,33.9,27.4,30.65
7/27/2021,31.5,26.4,28.95
7/28/2021,30,25.7,27.85
7/29/2021,30.2,25.7,27.95
7/30/2021,29.7,25.6,27.65
7/31/2021,30.8,25.4,28.1
8/1/2021,31.8,25.8,28.8
8/2/2021,31.2,27,29.1
8/3/2021,31.7,26.3,29
8/4/2021,33,26.5,29.75
8/5/2021,35.2,26.4,30.8
8/6/2021,34,25,29.5
8/7/2021,30.6,27.6,29.1
8/8/2021,31.3,25.1,28.2
8/9/2021,31,26.4,28.7
8/10/2021,32.7,27.5,30.1
8/11/2021,34.7,26.8,30.75
8/12/2021,33.3,27.5,30.4
8/13/2021,31.2,26.4,28.8
8/14/2021,33.7,26.3,30
8/15/2021,33.5,26.3,29.9
8/16/2021,32.2,27.3,29.75
8/17/2021,30.3,25.4,27.85
8/18/2021,29.8,25.4,27.6
8/19/2021,31,24.8,27.9
8/20/2021,30.4,25.5,27.95
8/21/2021,32.6,25.5,29.05
8/22/2021,34.6,26,30.3
8/23/2021,34.6,27,30.8
8/24/2021,34.7,27.4,31.05
8/25/2021,33.8,27.9,30.85
8/26/2021,32,28.2,30.1
8/27/2021,33.8,27,30.4
8/28/2021,32.2,25.6,28.9
8/29/2021,32.1,26.6,29.35
8/30/2021,32,26.4,29.2
8/31/2021,33.8,26,29.9
9/1/2021,34.1,26.3,30.2
9/2/2021,34.4,26.4,30.4
9/3/2021,32.7,26.5,29.6
9/4/2021,35,26,30.5
9/5/2021,34.8,27.5,31.15
9/6/2021,32.6,27.2,29.9
9/7/2021,32.2,25,28.6
9/8/2021,33.2,25.6,29.4
9/9/2021,33.9,25.5,29.7
9/10/2021,34.8,26.7,30.75
9/11/2021,34.1,26.7,30.4
9/12/2021,32.2,27.3,29.75
9/13/2021,32.2,26.2,29.2
9/14/2021,30,26.5,28.25
9/15/2021,34.2,25,29.6
9/16/2021,33.8,26,29.9
9/17/2021,31,26.5,28.75
9/18/2021,30.2,25.6,27.9
9/19/2021,28.6,25.5,27.05
9/20/2021,29.1,25,27.05
9/21/2021,31.2,26,28.6
9/22/2021,31.8,25.5,28.65
9/23/2021,35.2,25.7,30.45
9/24/2021,35.6,25.7,30.65
9/25/2021,33.8,25,29.4
9/26/2021,34.4,25.6,30
9/27/2021,34.1,26.7,30.4
9/28/2021,29.4,25.7,27.55
9/29/2021,31,24.4,27.7
9/30/2021,33.5,24.8,29.15
10/1/2021,34.3,25.6,29.95
10/2/2021,35.3,25.8,30.55
10/3/2021,33.7,26.5,30.1
10/4/2021,34.3,25.7,30
10/5/2021,34.3,26.5,30.4
10/6/2021,34.2,25.7,29.95
10/7/2021,35.2,25.8,30.5
10/8/2021,34.8,26.4,30.6
10/9/2021,34,26.1,30.05
10/10/2021,34.7,26.2,30.45
10/11/2021,35.7,26.3,31
10/12/2021,35.4,26.3,30.85
10/13/2021,33.7,25,29.35
10/14/2021,36,26.4,31.2
10/15/2021,36.3,26.1,31.2
10/16/2021,34,24.8,29.4
10/17/2021,34.4,26.7,30.55
10/18/2021,28.4,24.4,26.4
10/19/2021,29.5,23.8,26.65
10/20/2021,31.5,24.5,28
10/21/2021,32.6,25.7,29.15
10/22/2021,32.3,23.5,27.9
10/23/2021,32.7,22.5,27.6
10/24/2021,32.8,22.7,27.75
10/25/2021,32.6,23,27.8
10/26/2021,32.1,23.2,27.65
10/27/2021,30.2,24.4,27.3
10/28/2021,31.2,23.5,27.35
10/29/2021,34,24.4,29.2
10/30/2021,33.5,23.2,28.35
10/31/2021,32.3,22.1,27.2
11/1/2021,31.7,20.6,26.15
11/2/2021,30.7,18.7,24.7
11/3/2021,31.4,21.1,26.25
11/4/2021,31.5,19.4,25.45
11/5/2021,30.8,17,23.9
11/6/2021,30.8,17.5,24.15
11/7/2021,30.3,16.6,23.45
11/8/2021,31.3,16.5,23.9
11/9/2021,31.8,17.3,24.55
11/10/2021,32.5,18.5,25.5
11/11/2021,32,20,26
11/12/2021,32.6,21,26.8
11/13/2021,28.6,22.5,25.55
11/14/2021,28,21,24.5
11/15/2021,25.7,20.5,23.1
11/16/2021,29.2,21,25.1
11/17/2021,30.7,16.4,23.55
11/18/2021,31.7,15.7,23.7
11/19/2021,30.8,16.5,23.65
11/20/2021,30.5,17,23.75
11/21/2021,30,18.5,24.25
11/22/2021,31.6,17.8,24.7
11/23/2021,31.6,18.3,24.95
11/24/2021,31.6,18.1,24.85
11/25/2021,30.8,18.6,24.7
11/26/2021,29.7,17.4,23.55
11/27/2021,29,15.5,22.25
11/28/2021,29.7,14.1,21.9
11/29/2021,29.4,14.2,21.8
11/30/2021,30,14.2,22.1
12/1/2021,31.3,14.7,23
12/2/2021,31,15.4,23.2
12/3/2021,31,15.8,23.4
12/4/2021,26,18.3,22.15
12/5/2021,24.3,20.5,22.4
12/6/2021,23,20.6,21.8
12/7/2021,25.7,20.8,23.25
12/8/2021,28,19.5,23.75
12/9/2021,26.2,19.7,22.95
12/10/2021,28.6,20,24.3
12/11/2021,28.2,16.4,22.3
12/12/2021,27.4,15.5,21.45
12/13/2021,26.7,13,19.85
12/14/2021,26.8,13.3,20.05
12/15/2021,27,13.8,20.4
12/16/2021,27.5,13.8,20.65
12/17/2021,27.2,13.4,20.3
12/18/2021,27.2,11.5,19.35
12/19/2021,25,13.6,19.3
12/20/2021,24.4,9.9,17.15
12/21/2021,23.7,10.1,16.9
12/22/2021,24.6,12.6,18.6
12/23/2021,25,12,18.5
12/24/2021,25.4,12.2,18.8
12/25/2021,26.3,11.9,19.1
12/26/2021,27.2,12.6,19.9
12/27/2021,26.7,13.2,19.95
12/28/2021,27.2,12.7,19.95
12/29/2021,27.8,12.5,20.15
12/30/2021,27.4,13.6,20.5
12/31/2021,26.5,13.6,20.05
1/1/2022,26.4,13.3,19.85
1/2/2022,22.2,12.7,17.45
1/3/2022,26.2,11.8,19
1/4/2022,26.3,10.9,18.6
1/5/2022,26.9,11.6,19.25
1/6/2022,26.2,11.5,18.85
1/7/2022,28.5,11.5,20
1/8/2022,29.1,12.6,20.85
1/9/2022,29.2,13,21.1
1/10/2022,28.6,12.8,20.7
1/11/2022,29,13.8,21.4
1/12/2022,23.8,16.4,20.1
1/13/2022,25.3,16,20.65
1/14/2022,22.1,16,19.05
1/15/2022,22.5,14.7,18.6
1/16/2022,25,13,19
1/17/2022,25.8,10.8,18.3
1/18/2022,26.5,12.4,19.45
1/19/2022,25.2,12.4,18.8
1/20/2022,24.6,11.8,18.2
1/21/2022,26.2,11.9,19.05
1/22/2022,22,12.8,17.4
1/23/2022,25.7,12.5,19.1
1/24/2022,21.2,15.3,18.25
1/25/2022,27.2,14.3,20.75
1/26/2022,26.3,16.8,21.55
1/27/2022,24.2,17.2,20.7
1/28/2022,23.2,10.8,17
1/29/2022,21.6,9.4,15.5
1/30/2022,23,9.4,16.2
1/31/2022,25.2,9.6,17.4
2/1/2022,26.7,13.2,19.95
2/2/2022,28.6,12.6,20.6
2/3/2022,27.6,17.9,22.75
2/4/2022,27.4,16.2,21.8
2/5/2022,25.3,14.7,20
2/6/2022,23.5,10.2,16.85
2/7/2022,24.4,10.2,17.3
2/8/2022,25.7,10.5,18.1
2/9/2022,26.7,12,19.35
2/10/2022,26.4,13.5,19.95
2/11/2022,25.5,13,19.25
2/12/2022,25.2,12.4,18.8
2/13/2022,26.6,10.2,18.4
2/14/2022,27.9,11.3,19.6
2/15/2022,27.1,11,19.05
2/16/2022,27.7,10.4,19.05
2/17/2022,28.2,11,19.6
2/18/2022,28.1,11.2,19.65
2/19/2022,28.5,10.8,19.65
2/20/2022,28.3,12,20.15
2/21/2022,30.2,16,23.1
2/22/2022,29,16.8,22.9
2/23/2022,29.9,18.4,24.15
2/24/2022,30.8,17.8,24.3
2/25/2022,30.5,17.8,24.15
2/26/2022,31.8,16.7,24.25
2/27/2022,32,16.4,24.2
2/28/2022,31.8,17.4,24.6
3/1/2022,31,17.6,24.3
3/2/2022,31.4,15.4,23.4
3/3/2022,32.1,15,23.55
3/4/2022,32.1,15.2,23.65
3/5/2022,32.6,15.1,23.85
3/6/2022,32.2,17.3,24.75
3/7/2022,33.1,15,24.05
3/8/2022,32.5,18.1,25.3
3/9/2022,33.3,17.6,25.45
3/10/2022,33.7,17,25.35
3/11/2022,32.9,16.4,24.65
3/12/2022,33.2,16.5,24.85
3/13/2022,33.2,16.5,24.85
3/14/2022,34.5,17,25.75
3/15/2022,34.5,17.6,26.05
3/16/2022,36.4,18.2,27.3
3/17/2022,35.5,18.5,27
3/18/2022,36,19.8,27.9
3/19/2022,35.1,19,27.05
3/20/2022,35,19.5,27.25
3/21/2022,33,19.4,26.2
3/22/2022,34,22,28
3/23/2022,35.2,23,29.1
3/24/2022,33.3,24.7,29
3/25/2022,32.7,24.2,28.45
3/26/2022,31.7,26.3,29
3/27/2022,33.4,26.4,29.9
3/28/2022,34.3,25.4,29.85
3/29/2022,33.6,25.3,29.45
3/30/2022,33.7,25.7,29.7
3/31/2022,33.8,25.4,29.6
4/1/2022,33.1,25.2,29.15
4/2/2022,33,25.9,29.45
4/3/2022,32.6,26,29.3
4/4/2022,32.2,26,29.1
4/5/2022,34,24.4,29.2
4/6/2022,33.5,24.7,29.1
4/7/2022,34.3,23.7,29
4/8/2022,34.1,24.2,29.15
4/9/2022,33.7,25,29.35
4/10/2022,33.7,25.4,29.55
4/11/2022,33,26.5,29.75
4/12/2022,33,26,29.5
4/13/2022,34,25.7,29.85
4/14/2022,33,26.7,29.85
4/15/2022,34,27.3,30.65
4/16/2022,33.7,27.3,30.5
4/17/2022,33.8,26.7,30.25
4/18/2022,34,26.5,30.25
4/19/2022,34.6,26.3,30.45
4/20/2022,27.8,26.4,27.1
4/21/2022,32.7,22.4,27.55
4/22/2022,33.4,25.6,29.5
4/23/2022,35.9,22,28.95
4/24/2022,35.9,27,31.45
4/25/2022,36.2,27,31.6
4/26/2022,35.5,27.7,31.6
4/27/2022,35.5,27,31.25
4/28/2022,36,26.3,31.15
4/29/2022,35.6,26,30.8
4/30/2022,34.6,25.5,30.05
5/1/2022,35.2,21.5,28.35
5/2/2022,33.7,23,28.35
5/3/2022,31,26.3,28.65
5/4/2022,32,22.5,27.25
5/5/2022,33.8,24,28.9
5/6/2022,33.8,24,28.9
5/7/2022,34.8,24.7,29.75
5/8/2022,35.2,24.7,29.95
5/9/2022,29.8,26.5,28.15
5/10/2022,32.3,24.7,28.5
5/11/2022,32.7,26.4,29.55
5/12/2022,33.9,25.2,29.55
5/13/2022,33.5,27.6,30.55
5/14/2022,33.6,26.8,30.2
5/15/2022,34.7,28.2,31.45
5/16/2022,35,28,31.5
5/17/2022,35.1,28.4,31.75
5/18/2022,35.5,28.4,31.95
5/19/2022,35.7,27.6,31.65
5/20/2022,34,25.5,29.75
5/21/2022,30.5,21.4,25.95
5/22/2022,34.2,21.2,27.7
5/23/2022,33.9,26.5,30.2
5/24/2022,36,24.8,30.4
5/25/2022,35.6,24.8,30.2
5/26/2022,35.4,24.3,29.85
5/27/2022,33.5,24.6,29.05
5/28/2022,35.5,22.5,29
5/29/2022,30.2,24.8,27.5
5/30/2022,31.5,24,27.75
5/31/2022,32.8,25.4,29.1
6/1/2022,31.5,26.2,28.85
6/2/2022,33.6,26.5,30.05
6/3/2022,31.1,27,29.05
6/4/2022,33.6,26.7,30.15
6/5/2022,34.7,27.8,31.25
6/6/2022,35.4,27.8,31.6
6/7/2022,35.2,26.8,31
6/8/2022,35,27.7,31.35
6/9/2022,33.4,28.7,31.05
6/10/2022,34.6,22,28.3
6/11/2022,34.4,26.7,30.55
6/12/2022,35,28.5,31.75
6/13/2022,34.9,28.3,31.6
6/14/2022,34,28.7,31.35
6/15/2022,34.2,27.7,30.95
6/16/2022,31.4,26.7,29.05
6/17/2022,31.6,27.5,29.55
6/18/2022,31.6,25,28.3
6/19/2022,32,24.9,28.45
6/20/2022,32.5,24.6,28.55
6/21/2022,33,24.8,28.9
6/22/2022,30,25.5,27.75
6/23/2022,32.4,25.4,28.9
6/24/2022,32,25.8,28.9
6/25/2022,33,25.5,29.25
6/26/2022,33.4,25.5,29.45
6/27/2022,33.5,26,29.75
6/28/2022,33.3,25.5,29.4
6/29/2022,31.4,26.8,29.1
6/30/2022,31.3,26.2,28.75
7/1/2022,32.2,26,29.1
7/2/2022,31.6,26.2,28.9
7/3/2022,33.2,26,29.6
7/4/2022,33.8,27,30.4
7/5/2022,34,27.2,30.6
7/6/2022,31.4,26.4,28.9
7/7/2022,33.2,27.2,30.2
7/8/2022,33.2,27,30.1
7/9/2022,33.6,27.2,30.4
7/10/2022,33.6,26.8,30.2
7/11/2022,33,26.5,29.75
7/12/2022,33.4,27,30.2
7/13/2022,34.2,27.6,30.9
7/14/2022,33.4,28.2,30.8
7/15/2022,33.8,28,30.9
7/16/2022,33.7,27.6,30.65
7/17/2022,33.1,26.5,29.8
7/18/2022,32.8,27,29.9
7/19/2022,33.2,26.8,30
7/20/2022,33.2,27.4,30.3
7/21/2022,33.2,27.3,30.25
7/22/2022,33.9,27.3,30.6
7/23/2022,31.8,26.6,29.2
7/24/2022,28,25.3,26.65
7/25/2022,31,25.3,28.15
7/26/2022,31.5,25.7,28.6
7/27/2022,34.1,25.4,29.75
7/28/2022,35,26.6,30.8
7/29/2022,35.8,26.3,31.05
7/30/2022,35.6,27.1,31.35
7/31/2022,35,27,31
8/1/2022,34.7,27.6,31.15
8/2/2022,34.3,26,30.15
8/3/2022,32.2,25.4,28.8
8/4/2022,33,26.5,29.75
8/5/2022,33.5,26.4,29.95
8/6/2022,32,27.4,29.7
8/7/2022,33.2,27.4,30.3
8/8/2022,32.8,26.5,29.65
8/9/2022,32,25.4,28.7
8/10/2022,30.2,25,27.6
8/11/2022,30,25.5,27.75
8/12/2022,33,25.4,29.2
8/13/2022,31.2,26.7,28.95
8/14/2022,28.4,25.6,27
8/15/2022,31.3,24.8,28.05
8/16/2022,34.5,26.2,30.35
8/17/2022,35.6,26.7,31.15
8/18/2022,36.6,27.8,32.2
8/19/2022,29.5,25.6,27.55
8/20/2022,33,26.8,29.9
8/21/2022,33.8,26.7,30.25
8/22/2022,34.3,26.6,30.45
8/23/2022,32.4,25.8,29.1
8/24/2022,29.4,26.6,28
8/25/2022,34.2,25,29.6
8/26/2022,34.9,26,30.45
8/27/2022,32,27.2,29.6
8/28/2022,32.3,26.6,29.45
8/29/2022,34.2,26.1,30.15
8/30/2022,36.1,26,31.05
8/31/2022,35.5,26.8,31.15
9/1/2022,33.8,27.9,30.85
9/2/2022,34,27.4,30.7
9/3/2022,34.2,27.2,30.7
9/4/2022,33.5,27.4,30.45
9/5/2022,32.5,25.7,29.1
9/6/2022,34.5,26.2,30.35
9/7/2022,35,26.7,30.85
9/8/2022,35.4,26.3,30.85
9/9/2022,35.3,26.4,30.85
9/10/2022,33.2,27.4,30.3
9/11/2022,28.5,25,26.75
9/12/2022,27.8,24.4,26.1
9/13/2022,26.2,24.8,25.5
9/14/2022,29.3,24.7,27
9/15/2022,30.8,24.7,27.75
9/16/2022,33,24.9,28.95
9/17/2022,34.2,24.9,29.55
9/18/2022,30.8,25.7,28.25
9/19/2022,33.2,25.8,29.5
9/20/2022,31.4,25.4,28.4
9/21/2022,33,26,29.5
9/22/2022,34,26,30
9/23/2022,34.2,26,30.1
9/24/2022,33.2,25.8,29.5
9/25/2022,32,25.5,28.75
9/26/2022,33.2,25.6,29.4
9/27/2022,33.5,25.6,29.55
9/28/2022,34.7,26,30.35
9/29/2022,35.6,25.6,30.6
9/30/2022,35.5,26.3,30.9
10/1/2022,34.3,26.4,30.35
10/2/2022,30.4,24.7,27.55
10/3/2022,28.3,25.8,27.05
10/4/2022,32.8,24.2,28.5
10/5/2022,33.6,25.6,29.6
10/6/2022,32.3,25.3,28.8
10/7/2022,33.7,24.4,29.05
10/8/2022,34,25.2,29.6
10/9/2022,34.7,25.3,30
10/10/2022,33.2,25.8,29.5
10/11/2022,33,25.5,29.25
10/12/2022,32.4,24.9,28.65
10/13/2022,33.5,24.5,29
10/14/2022,32.7,24.4,28.55
10/15/2022,33.6,25.4,29.5
10/16/2022,34,23.1,28.55
10/17/2022,33.8,23,28.4
10/18/2022,34.2,23.4,28.8
10/19/2022,33.2,24.8,29
10/20/2022,33.6,23.2,28.4
10/21/2022,34.1,23,28.55
10/22/2022,34.7,23,28.85
10/23/2022,30.5,25.4,27.95
10/24/2022,23.2,22.1,22.65
10/25/2022,28.8,21.2,25
10/26/2022,32.4,20.5,26.45
10/27/2022,31.3,21.5,26.4
10/28/2022,31.2,20.2,25.7
10/29/2022,31.2,20.2,25.7
10/30/2022,32.5,19.8,26.15
10/31/2022,33.4,21.6,27.5
11/1/2022,33.5,22.9,28.2
11/2/2022,33,23.3,28.15
11/3/2022,31.3,20.8,26.05
11/4/2022,31.3,19.8,25.55
11/5/2022,31.2,18.8,25
11/6/2022,32.2,19.5,25.85
11/7/2022,31.2,18.4,24.8
11/8/2022,30.9,18.1,24.5
11/9/2022,31.5,18.7,25.1
11/10/2022,30.7,19.2,24.95
11/11/2022,31.3,19.2,25.25
11/12/2022,31,18.7,24.85
11/13/2022,30.3,19,24.65
11/14/2022,30.5,16,23.25
11/15/2022,30.3,16,23.15
11/16/2022,30.4,17,23.7
11/17/2022,30.3,16.5,23.4
11/18/2022,29.8,16.5,23.15
11/19/2022,31,16,23.5
11/20/2022,31.6,18.7,25.15
11/21/2022,31.3,18.2,24.75
11/22/2022,30,16.2,23.1
11/23/2022,29.2,15.2,22.2
11/24/2022,29.2,15,22.1
11/25/2022,30.1,15.5,22.8
11/26/2022,30.3,15.6,22.95
11/27/2022,31,15.4,23.2
11/28/2022,31,17,24
11/29/2022,31,21.4,26.2
11/30/2022,31,21.5,26.25
12/1/2022,30.5,18.8,24.65
12/2/2022,29.5,15.6,22.55
12/3/2022,29.1,14.6,21.85
12/4/2022,29,14.3,21.65
12/5/2022,29.4,14.6,22
12/6/2022,29,14.5,21.75
12/7/2022,28.5,15,21.75
12/8/2022,28.2,15.2,21.7
12/9/2022,29.3,13.6,21.45
12/10/2022,28.3,14.2,21.25
12/11/2022,29.6,15,22.3
12/12/2022,28.8,13.8,21.3
